1,0.953116,0.28873,0.00664576,0.0903315,-3.12397,2.07691,0.610215,1,IMG_20200503_014011.jpg
2,0.855148,0.423158,-0.1086,0.279044,-0.796057,3.7882,1.82085,1,IMG_20200503_014039.jpg
3,0.954329,0.287316,0.00374652,0.0818059,-3.04445,2.04783,0.62485,1,IMG_20200503_014012.jpg
4,0.811553,0.477848,-0.115932,0.315598,-1.18348,4.57989,1.95202,1,IMG_20200503_014043.jpg
5,0.997539,0.0690885,0.00722823,0.00952966,-3.00836,-1.00697,1.27272,1,IMG_20200503_014018.jpg
6,0.999989,-0.00202202,-0.00425404,-0.000322579,-2.97241,-2.10371,1.54028,1,IMG_20200503_014022.jpg
7,0.980119,0.138146,-0.115524,0.0832915,-0.0633929,-0.101972,1.38317,1,IMG_20200503_014032.jpg
8,0.994761,-0.100852,0.000997977,-0.0166688,-3.23553,-3.41043,2.28126,1,IMG_20200503_014027.jpg
9,0.948392,0.251202,-0.110719,0.158721,-0.119496,1.28293,1.45233,1,IMG_20200503_014034.jpg
10,0.668802,0.602841,-0.103887,0.422486,-2.64672,5.47775,2.94585,1,IMG_20200503_014048.jpg
11,0.905615,0.341922,-0.113031,0.223997,-0.493634,2.61592,1.63296,1,IMG_20200503_014037.jpg
12,0.897027,-0.338042,-0.153563,-0.239766,-2.36795,-5.45984,2.53899,1,IMG_20200503_014054.jpg
13,0.936327,-0.250837,-0.173423,-0.174063,-1.5165,-5.15303,1.59839,1,IMG_20200503_014058.jpg
14,0.991091,-0.0826394,-0.0973171,-0.0379377,-0.415507,-3.13896,1.53583,1,IMG_20200503_014108.jpg
15,0.976877,-0.00928179,-0.213193,0.0131962,0.446607,-2.20937,1.33611,1,IMG_20200503_014123.jpg
16,0.96544,-0.173517,-0.167756,-0.0983618,-0.633227,-4.31609,1.40785,1,IMG_20200503_014102.jpg
